case_id,room_type_cases,anchor_x,anchor_y,anchor_z,tag_x,tag_y,tag_z,grid_layer_cases,los_distance_m,los_angle_from_anchor_bore_deg_cases,los_angle_from_tag_bore_deg_cases,snr_db,xpol_coupling_db,eps_r_multiplier_cases,dominant_wall_material_cases,antenna_type,material_name,idx_fp,t_fp_s,fp_peak_val,fp_method,primary_tx_port,primary_rx_port,tx_handedness,gamma_cp_same_tx_port,gamma_cp_same_rx_port,gamma_cp_reversed_rx_port,gamma_cp_1_freq_avg,gamma_cp_2_freq_db,gamma_cp_3_fp_only,gamma_cp_6_phase_circvar,a_fp_2_peak_to_total,a_fp_6_fp_to_2nd_peak,rms_delay_spread,mean_excess_delay,max_excess_delay,fp_to_total_ratio,rise_time_fp,fp_kurtosis,kurtosis_total,skewness_total,energy_concentration_50ns,num_significant_peaks,peak_to_avg_ratio,k_factor_estimate,failed,error_msg,num_paths,bounce_count_min,bounce_count_max,has_los_path,is_los,is_nlos,tx_rx_dist_m,material_kind,los_strength_mid,max_bounce_strength_mid,bounce_to_los_ratio_mid,dominant_bounce_count,room_type_results,grid_layer_results,los_angle_from_anchor_bore_deg_results,los_angle_from_tag_bore_deg_results,dominant_wall_material_results,eps_r_multiplier_results,is_nlos_current_0p20,is_los_current_0p20,is_nlos_geo,is_los_geo,is_nlos_bounce_0p33,is_los_bounce_0p33,is_nlos_mixed_0p33,is_los_mixed_0p33,label_schema
33,B,2.5,2,2.7,4.29170127034329,0.485341768326387,1.2,2,2.78466928035025,57.4072889271238,57.4072889271238,30.1934477465634,27.3543641536591,0.938073522687739,brick,patch_ffd,brick,15,6.9727626459144e-09,2.71617661051556,leading_edge,1,1,R,1,1,2,0.977205076015473,-0.801858383946621,0.736998505323034,0.0873602191786647,0.0129025936162396,0.316496304383313,1.22278795545337e-08,6.25184047625662e-09,7.96887159533074e-09,0.0613542408435451,4.98054474708173e-09,1.61430273943568,77.9234768132845,8.12184169485458,0.99890789471444,3,132.413677384304,0.0653646386243551,0,,20,0,2,1,1,0,2.78466928035025,dielectric,0.0018639697339591,0.000508536032634037,0.272824189883115,0,B,2,57.4072889271238,57.4072889271238,brick,0.938073522687739,1,0,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
34,B,2.5,2,2.7,4.62159291145925,3.60365577140122,1.2,2,3.05333724228139,60.5761905745552,60.5761905745552,24.922521847489,20.24340919492,0.860838960970667,wood,patch_ffd,wood,18,8.46692607003891e-09,5.09629978565118,leading_edge,1,1,R,1,1,2,0.391928350811837,-8.27555905511056,0.540667301099253,0.000685377028788459,0.0332552807985395,0.457568105347318,1.01853797071554e-08,2.7240855850982e-09,4.48249027237354e-09,0.220462667117063,9.96108949416347e-10,1.63615914830143,114.609067751079,10.2714138451554,0.998927286892641,2,163.283478950692,0.282812198745804,0,,16,0,2,1,1,0,3.05333724228139,dielectric,0.00169995609583574,0.000363763450959667,0.21398402691149,0,B,2,60.5761905745552,60.5761905745552,wood,0.860838960970667,1,0,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
35,B,2.5,2,2.7,4.05555555555556,2.64285714285714,0.2,1,3.01380463742131,33.9509201057552,33.9509201057552,16.5779433010049,36.4934194027095,1.15912587611391,drywall,patch_ffd,drywall,22,1.04591439688716e-08,0.95447227253649,leading_edge,1,1,R,1,1,2,1.59424515214902,-1.01319046059971,0.78312075424227,0.0151342488946261,0.010840269876898,0.304131315943579,4.32432799960451e-08,1.30077769380413e-08,1.04591439688716e-08,0.0594020897529113,4.98054474708173e-09,1.62506688586021,75.6119580626541,8.09828120475617,0.980383755511767,3,120.478881478775,0.063153542130778,0,,17,1,2,0,0,1,3.01380463742131,dielectric,0,0.000386671679817653,386671679.817653,1,B,1,33.9509201057552,33.9509201057552,drywall,1.15912587611391,1,0,1,0,0,0,1,0,mixed_0p33_primary_with_dual_aux
36,B,2.5,2,2.7,3.16666666666667,3.5,0.2,1,2.99072640748773,33.2885231343062,33.2885231343062,11.8384069585717,23.5741775463264,0.818966898897494,wood,patch_ffd,wood,17,7.96887159533074e-09,4.67489772043693,leading_edge,1,1,R,1,1,2,0.502607987524568,-6.4674360721965,0.477349545970924,0.020845265521484,0.0321453222723409,0.454881259491202,4.44508529862959e-08,8.22355137476325e-09,4.48249027237354e-09,0.212180607121495,1.49416342412452e-09,1.64098566885896,117.501808178949,10.4775562563452,0.978441585763139,1,159.703637914592,0.269326458626815,0,,23,0,2,1,1,0,2.99072640748773,dielectric,0.00173554466388609,0.000565404164135683,0.32577909165972,0,B,1,33.2885231343062,33.2885231343062,wood,0.818966898897494,1,0,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
37,B,2.5,2,2.7,3.22887058398626,3.67713744941058,0.65,2,2.74709707735564,41.7340869544631,41.7340869544631,33.8673722571112,31.6098589412346,0.959884279732653,drywall,patch_ffd,drywall,15,6.9727626459144e-09,3.53662674314088,leading_edge,1,1,R,1,1,2,1.15065704172106,0.531628566457946,1.09432603008617,0.0038359320656518,0.0239314364091471,0.419239268242682,5.54283964138586e-09,3.12444734365674e-09,5.47859922178988e-09,0.166507175403389,9.96108949416347e-10,1.64470345265831,90.9971566021338,8.98217676789499,0.999746073834625,3,139.97097012332,0.199770376528406,0,,23,0,2,1,1,0,2.74709707735564,dielectric,0.0018894633540417,0.000538254804841983,0.284871788431682,0,B,2,41.7340869544631,41.7340869544631,drywall,0.959884279732653,1,0,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
38,C,2.5,2,2.7,4.05555555555556,3.5,1.2,1,2.63054235594483,55.2341097318282,55.2341097318282,23.6805796890497,23.3905149076239,0.901555131252978,wood,patch_ffd,wood,14,6.47470817120623e-09,5.8901826066615,leading_edge,1,1,R,1,1,2,0.315166659504379,-10.5944460100754,0.337104172983264,0.00146558294702026,0.0225630483244085,0.377677194945758,1.14735869311344e-08,3.01578000035639e-09,4.48249027237354e-09,0.168457800245577,9.96108949416347e-10,1.65687468133596,114.372846953616,10.2672151099655,0.998737259309084,2,162.610791771992,0.202584787994317,0,,17,0,2,1,1,0,2.63054235594483,dielectric,0.00197318216371932,0.000391207836191172,0.198262402419942,0,C,1,55.2341097318282,55.2341097318282,wood,0.901555131252978,0,1,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
39,A,2.5,2,2.7,2.72222222222222,1.78571428571429,1.2,1,1.53143758716976,11.6294274355011,11.6294274355011,36.1536170268183,30.5470822128647,1.02400240282762,concrete,patch_ffd,concrete,6,2.49027237354086e-09,1.38911283763608,leading_edge,1,1,R,1,1,2,1.67584459935059,1.56418700412857,1.43688413449152,0.00115417050262012,0.00790771694823362,0.358322939476901,8.77224550143114e-09,1.11076280504428e-08,1.84280155642023e-08,0.0571438400321522,9.96108949416347e-10,1.6398046180252,36.5975696516428,5.72753835479223,0.999667731724974,6,63.3133081158273,0.0606071662448499,0,,21,0,2,1,1,0,1.53143758716976,dielectric,0.00338932471107174,0.000564866881005647,0.16666059736337,0,A,1,11.6294274355011,11.6294274355011,concrete,1.02400240282762,0,1,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
40,A,2.5,2,2.7,4.61870416949331,2.80362162418322,0.65,2,3.05568569599087,47.8649400386271,47.8649400386271,35.5045110289991,22.235462609147,0.945768074067903,brick,patch_ffd,brick,15,6.9727626459144e-09,4.54314124829326,leading_edge,1,1,R,1,1,2,1.08681323565783,-0.970070476932249,0.659845087276167,0.000279616556082884,0.0122980362290085,0.37144262309459,1.25954386738623e-08,4.42296157369213e-09,8.46692607003891e-09,0.0832283575224024,6.97276264591443e-09,1.7897362965216,60.8554918739912,7.40098028381114,0.999292323143243,2,91.6316290290733,0.0907841753236124,0,,21,0,2,1,1,0,3.05568569599087,dielectric,0.00169864959098007,0.000507667554422644,0.298865379368641,0,A,2,47.8649400386271,47.8649400386271,brick,0.945768074067903,1,0,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
41,A,2.5,2,2.7,1.83333333333333,0.928571428571429,1.2,1,1.96020499645265,40.072890052351,40.072890052351,36.8206770321727,33.9725401681092,1.02377348949979,drywall,patch_ffd,drywall,10,4.48249027237354e-09,7.58721227331497,leading_edge,1,1,R,1,1,2,0.496646677825821,-6.29244101184283,0.312579157492415,0.00779359932273727,0.035177563865992,0.474778486932634,5.6943874268485e-09,2.33014595681216e-09,4.48249027237354e-09,0.227813190240591,2.49027237354087e-09,1.63199666183737,112.433764643522,10.2154675258687,0.999838460948283,1,160.426759334221,0.295023415786617,0,,22,0,2,1,1,0,1.96020499645265,dielectric,0.00264795736519996,0.000516372055714674,0.195007692533479,0,A,1,40.072890052351,40.072890052351,drywall,1.02377348949979,0,1,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
42,B,2.5,2,2.7,0.483437074070071,1.63232506450852,1.2,2,2.54002182912347,53.8042288883101,53.8042288883101,26.5468326459301,32.9935501280468,0.831013894963179,brick,patch_ffd,brick,10,4.48249027237354e-09,2.33470947827034,leading_edge,1,1,R,1,1,2,2.86307720161057,3.59624950805683,0.0735598076834932,0.422702029036068,0.00872276355685789,0.394949793712175,2.22525209578258e-08,8.12887627917236e-09,1.39455252918288e-08,0.0512562926289391,1.99221789883269e-09,1.69149628583326,39.6773634657203,6.05833051154095,0.995865741584222,2,57.4861776249588,0.0540254361960077,0,,21,0,2,1,1,0,2.54002182912347,dielectric,0.0020435018306318,0.000454069960216912,0.222201885709359,0,B,2,53.8042288883101,53.8042288883101,brick,0.831013894963179,1,0,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
43,B,2.5,2,2.7,3.16666666666667,3.5,1.2,1,2.22361067735439,47.5785715817397,47.5785715817397,14.6249538722097,28.5378858378897,1.19832647794644,wood,patch_ffd,wood,11,4.98054474708171e-09,4.8656469041412,leading_edge,1,1,R,1,1,2,0.588172548362621,-4.89700099888157,0.418053738484921,0.00108435904601667,0.0181481291066475,0.336405903690225,3.48563564839802e-08,6.30440630704472e-09,4.98054474708171e-09,0.144743931585491,9.96108949416347e-10,1.67892768745314,118.077253103819,10.4586608305682,0.986968554264712,1,164.853342571343,0.169240461343724,0,,20,0,2,1,1,0,2.22361067735439,dielectric,0.00233428419395528,0.000540585789814079,0.231585250508035,0,B,1,47.5785715817397,47.5785715817397,wood,1.19832647794644,1,0,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
44,C,2.5,2,2.7,0.492131328349708,3.68606513490417,0.65,2,3.32819053567162,51.9789958285258,51.9789958285258,19.4509222507302,37.8700711799715,1.00869453539124,glass,patch_ffd,glass,28,1.34474708171206e-08,1.72929211658954,leading_edge,1,1,R,1,1,2,0.646607866519475,-4.10363835652172,0.746044899779675,0.00703455980114254,0.0140411535268438,0.308038615794126,2.16979090878306e-08,9.73771312454763e-09,1.14552529182879e-08,0.0616948777308727,2.49027237354087e-09,2.50777201540673,100.499291540567,9.46559814995871,0.994756729399183,2,152.119740643573,0.0657514024666884,0,,5,1,2,0,0,1,3.32819053567162,dielectric,0,0.000556975373033004,556975373.033004,1,C,2,51.9789958285258,51.9789958285258,glass,1.00869453539124,1,0,1,0,0,0,1,0,mixed_0p33_primary_with_dual_aux
45,A,2.5,2,2.7,1.22119462373579,3.54427738104525,0.2,2,3.20470526257411,38.7299984615312,38.7299984615312,32.7773730415242,31.1030062264745,1.00574004338586,brick,patch_ffd,brick,19,8.96498054474708e-09,1.27287240050948,leading_edge,1,1,R,1,1,2,1.61041700179292,1.61107270076767,0.800375033040665,0.143060413946464,0.0115498474550157,0.332255169436733,9.46259135595328e-09,1.27220604780516e-08,1.69338521400778e-08,0.0535741479065608,4.98054474708173e-09,1.78729843026735,59.4172597196333,7.01992383490709,0.999315160662714,4,107.55382735406,0.056606809490736,0,,23,0,2,1,0,1,3.20470526257411,dielectric,0.00161966197586899,0.000599979620596643,0.370435084317355,0,A,2,38.7299984615312,38.7299984615312,brick,1.00574004338586,1,0,0,1,1,0,1,0,mixed_0p33_primary_with_dual_aux
46,A,2.5,2,2.7,1.83333333333333,3.5,1.2,1,2.22361067735439,47.5785715817397,47.5785715817397,26.2639882284511,37.0923284439988,0.878746354409503,glass,patch_ffd,glass,11,4.98054474708171e-09,1.41833152493835,leading_edge,1,1,R,1,1,2,1.11195828307924,-0.176994811755296,0.729282943935153,0.186188594887646,0.010525396549508,0.385579836856758,1.54889076700909e-08,9.84696086198326e-09,1.84280155642023e-08,0.0809200961779819,4.98054474708173e-09,1.6300649717398,44.2155848869442,6.31501358342275,0.99781192924006,5,72.7784750176895,0.0880446801648839,0,,22,0,2,1,1,0,2.22361067735439,dielectric,0.00233428419395528,0.000688134415561386,0.294794617272112,0,A,1,47.5785715817397,47.5785715817397,glass,0.878746354409503,1,0,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
47,B,2.5,2,2.7,3.61111111111111,0.928571428571429,1.2,1,2.15233061700754,45.8196691153216,45.8196691153216,23.5854908782306,38.8982992918987,1.17611342135249,brick,patch_ffd,brick,10,4.48249027237354e-09,2.1144349458435,leading_edge,1,1,R,1,1,2,2.16017591646679,3.28557197560022,1.29971219905789,0.0180192786491035,0.00826215885351163,0.303013839632591,2.74806714204205e-08,1.04929872052769e-08,2.0420233463035e-08,0.0565200745097514,4.48249027237356e-09,1.64469382841679,46.0704131500542,6.2596217350882,0.99241810347436,4,92.5042584863364,0.059905964062121,0,,21,0,2,1,1,0,2.15233061700754,dielectric,0.00241159012311739,0.000556431440152673,0.23073217742051,0,B,1,45.8196691153216,45.8196691153216,brick,1.17611342135249,1,0,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
48,C,2.5,2,2.7,4.61873280396009,1.32785305643874,0.65,2,3.02379070180384,47.3158005170784,47.3158005170784,38.4336712788126,31.4927134613443,1.07876927570929,glass,patch_ffd,glass,17,7.96887159533074e-09,2.20517409247218,leading_edge,1,1,R,1,1,2,2.11732571685373,1.67901442399697,0.848444143352378,0.010202950802789,0.00836644691475012,0.307627137050914,1.24809852769045e-08,9.22043165104133e-09,2.09182879377432e-08,0.0414287866025068,6.47470817120625e-09,1.79976068806857,48.9106098632807,6.48063887130376,0.999449272252072,3,90.8834672049694,0.0432193101811075,0,,21,0,2,1,0,1,3.02379070180384,dielectric,0.00171656697487764,0.000633908568147282,0.369288572729572,0,C,2,47.3158005170784,47.3158005170784,glass,1.07876927570929,1,0,0,1,1,0,1,0,mixed_0p33_primary_with_dual_aux
49,B,2.5,2,2.7,3.16666666666667,3.07142857142857,0.2,1,2.80042918641374,26.7829048021752,26.7829048021752,19.779971002259,37.8872953300944,1.09361312831283,concrete,patch_ffd,concrete,15,6.9727626459144e-09,4.77494252560897,leading_edge,1,1,R,1,1,2,0.860256395552243,-2.6207306048582,0.780616216583739,0.0225050887360583,0.0187343479483318,0.344572966707509,2.49765554348765e-08,4.7419392233713e-09,4.98054474708171e-09,0.148700451162431,9.96108949416347e-10,1.67010267986535,113.488434634827,10.1787052622364,0.993052093076607,2,162.206888072871,0.174674650498145,0,,23,0,2,1,0,1,2.80042918641374,dielectric,0.00185347991759277,0.000692253410319424,0.373488487114818,0,B,1,26.7829048021752,26.7829048021752,concrete,1.09361312831283,1,0,0,1,1,0,1,0,mixed_0p33_primary_with_dual_aux
50,C,2.5,2,2.7,0.989055904858381,3.66691042631537,0.2,2,3.36326365722377,41.9845178487411,41.9845178487411,36.7435868833473,28.1386717547558,1.19980608170092,concrete,patch_ffd,concrete,21,9.96108949416342e-09,1.55954866136739,leading_edge,1,1,R,1,1,2,1.15993607575471,-2.23386338287019,0.779882259577788,0.000181700409002783,0.0181788747736744,0.389157730138686,6.63080228532416e-09,1.08611194804082e-08,1.59377431906615e-08,0.095115972598815,2.49027237354087e-09,1.63359326809774,72.5345320233158,7.98083743212023,0.999815079939462,3,123.398189979865,0.105113992200732,0,,15,0,2,1,0,1,3.36326365722377,dielectric,0.00154330429804695,0.000628485675476946,0.407233801054203,0,C,2,41.9845178487411,41.9845178487411,concrete,1.19980608170092,1,0,0,1,1,0,1,0,mixed_0p33_primary_with_dual_aux
51,C,2.5,2,2.7,0.5,3.5,1.2,1,2.91547594742265,59.0362434679265,59.0362434679265,32.4142251843768,30.5909231220775,0.972730041273749,concrete,patch_ffd,concrete,37,1.79299610894942e-08,2.45569216011253,leading_edge,1,1,R,1,1,2,1.21465697073995,-2.47990918131467,0.807267396029939,0.0847754820973101,0.0135780547838789,0.315499270146593,5.00065537576249e-09,2.76910569068065e-09,5.47859922178988e-09,0.107685087933837,1.19533073929962e-08,1.68544897237277,94.1996031341146,9.16486821580265,0.99974042158043,3,140.227746041309,0.120680587624039,0,,18,0,2,1,1,0,2.91547594742265,dielectric,0.00178034027763017,0.000566486962304679,0.318190274871911,0,C,1,59.0362434679265,59.0362434679265,concrete,0.972730041273749,1,0,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
52,C,2.5,2,2.7,0.5,0.5,0.2,1,3.53553390593274,45,45,37.3763602100091,22.4876526809277,1.15410748109959,drywall,patch_ffd,drywall,24,1.14552529182879e-08,0.590213111909123,leading_edge,1,1,R,1,1,2,1.05362938492906,-0.697619227756139,0.877432772216025,0.00248519696985661,0.0146942978952931,0.323089996940333,6.81721658586252e-09,4.65069646948254e-09,4.98054474708171e-09,0.118730890045307,9.96108949416347e-10,1.68430317900273,92.4101828530733,8.9405071123416,0.999888407025115,3,144.70879602912,0.134727166428665,0,,12,1,2,0,0,1,3.53553390593274,dielectric,0,0.000346666864669976,346666864.669976,1,C,1,45,45,drywall,1.15410748109959,1,0,1,0,0,0,1,0,mixed_0p33_primary_with_dual_aux
53,A,2.5,2,2.7,3.05484157072401,3.61727549378684,0.2,2,3.02876694240527,34.3690651626485,34.3690651626485,20.8747901340438,30.7827573175575,0.855943517424063,glass,patch_ffd,glass,17,7.96887159533074e-09,3.87372550585069,leading_edge,1,1,R,1,1,2,0.848593319707342,-1.54374790160005,0.701054875575798,0.00333019583799299,0.017856464353171,0.355112886395286,2.06051741858655e-08,4.80645996032755e-09,1.29494163424125e-08,0.137772778119778,9.96108949416347e-10,1.66622719584643,94.5624064038992,9.15341040100698,0.995879803233076,2,145.564583175696,0.159787089323558,0,,23,0,2,1,0,1,3.02876694240527,dielectric,0.00171374666864811,0.000599067643909585,0.349566044310482,0,A,2,34.3690651626485,34.3690651626485,glass,0.855943517424063,1,0,0,1,1,0,1,0,mixed_0p33_primary_with_dual_aux
54,B,2.5,2,2.7,1.83333333333333,1.35714285714286,1.2,1,1.76286974861074,31.6919067778888,31.6919067778888,27.9983876797893,33.8030854976497,0.996434884093864,wood,patch_ffd,wood,6,2.49027237354086e-09,8.83330476565064,leading_edge,1,1,R,1,1,2,0.579633508212099,-4.94776026184569,0.788219241139823,0.106049153807904,0.0152383944302523,0.319522200379441,3.82257809451883e-08,5.84748879095099e-09,4.98054474708171e-09,0.114693697830732,2.49027237354087e-09,1.77212020072099,106.388614766354,9.85767692171753,0.993804500482228,2,153.437053045295,0.129552560000643,0,,21,0,2,1,1,0,1.76286974861074,dielectric,0.0029443691241222,0.00052052822276673,0.176787692311477,0,B,1,31.6919067778888,31.6919067778888,wood,0.996434884093864,0,1,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
55,C,2.5,2,2.7,4.7,3.7,0.2,2,3.73898381916798,48.038517637999,48.038517637999,35.613294703455,29.7564268813242,1.05512037060276,drywall,patch_ffd,drywall,20,9.46303501945525e-09,4.03329772891549,leading_edge,1,1,R,1,1,2,0.830030642297206,-3.21563344615391,0.897825870452206,0.029547031464549,0.023131825247091,0.396394269221969,6.41479845227714e-09,2.88093055518907e-09,4.98054474708171e-09,0.157570581942641,5.97665369649808e-09,1.70912716312351,101.938824812713,9.58399594837496,0.999777410475558,2,151.338102029282,0.187043066831639,0,,11,0,2,1,1,0,3.73898381916798,dielectric,0.00138822190966677,0.000316969361905555,0.228327589197638,0,C,2,48.038517637999,48.038517637999,drywall,1.05512037060276,1,0,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
56,A,2.5,2,2.7,3.16666666666667,1.35714285714286,0.2,1,2.66602883528421,20.327173128864,20.327173128864,24.0398528899119,32.1638905661445,1.1591115929025,wood,patch_ffd,wood,15,6.9727626459144e-09,0.946610362869404,leading_edge,1,1,R,1,1,2,2.75652700332155,6.77293460203775,1.79090350624913,0.000564960002024106,0.0236436919691944,0.450027572144396,2.66909015346447e-08,6.58277361549703e-09,1.39455252918288e-08,0.154998685019762,1.49416342412452e-09,1.6498340601758,68.9646301407777,7.60450160003167,0.993409301211851,4,120.013516672024,0.183430111021055,0,,21,0,2,1,0,1,2.66602883528421,dielectric,0.0019469178986225,0.000738850218243865,0.379497368002329,0,A,1,20.327173128864,20.327173128864,wood,1.1591115929025,1,0,0,1,1,0,1,0,mixed_0p33_primary_with_dual_aux
57,C,2.5,2,2.7,0.5,2.21428571428571,0.2,1,3.2087253493166,38.8194160580634,38.8194160580634,19.3677796136976,36.7768889891425,0.936959991538777,wood,patch_ffd,wood,16,7.47081712062257e-09,0.708526434944024,leading_edge,1,1,R,1,1,2,1.84607723885489,1.85206502437321,0.446961111054687,0.619870331185548,0.00710349657786874,0.308463240887931,5.59712650584813e-08,1.83592716055021e-08,2.0420233463035e-08,0.0409130570458059,7.4708171206226e-09,1.60763786378561,43.0617731720662,6.10423309487332,0.966921011070246,4,76.7464782752849,0.0426583401498355,0,,19,0,2,1,0,1,3.2087253493166,dielectric,0.00161763276460044,0.000577812680409722,0.357196449685193,0,C,1,38.8194160580634,38.8194160580634,wood,0.936959991538777,1,0,0,1,1,0,1,0,mixed_0p33_primary_with_dual_aux
