case_id,room_type_cases,anchor_x,anchor_y,anchor_z,tag_x,tag_y,tag_z,grid_layer_cases,los_distance_m,los_angle_from_anchor_bore_deg_cases,los_angle_from_tag_bore_deg_cases,snr_db,xpol_coupling_db,eps_r_multiplier_cases,dominant_wall_material_cases,antenna_type,material_name,idx_fp,t_fp_s,fp_peak_val,fp_method,primary_tx_port,primary_rx_port,tx_handedness,gamma_cp_same_tx_port,gamma_cp_same_rx_port,gamma_cp_reversed_rx_port,gamma_cp_1_freq_avg,gamma_cp_2_freq_db,gamma_cp_3_fp_only,gamma_cp_6_phase_circvar,a_fp_2_peak_to_total,a_fp_6_fp_to_2nd_peak,rms_delay_spread,mean_excess_delay,max_excess_delay,fp_to_total_ratio,rise_time_fp,fp_kurtosis,kurtosis_total,skewness_total,energy_concentration_50ns,num_significant_peaks,peak_to_avg_ratio,k_factor_estimate,failed,error_msg,num_paths,bounce_count_min,bounce_count_max,has_los_path,is_los,is_nlos,tx_rx_dist_m,material_kind,los_strength_mid,max_bounce_strength_mid,bounce_to_los_ratio_mid,dominant_bounce_count,room_type_results,grid_layer_results,los_angle_from_anchor_bore_deg_results,los_angle_from_tag_bore_deg_results,dominant_wall_material_results,eps_r_multiplier_results
36,B,2.5,2,2.7,3.16666666666667,3.5,0.2,1,2.99072640748773,33.2885231343062,33.2885231343062,11.8384069585717,23.5741775463264,0.818966898897494,wood,patch_ffd,wood,17,7.96887159533074e-09,4.73022783724716,leading_edge,1,1,R,1,1,2,0.468474602691371,-6.90845905324474,0.482549999246445,0.0143567312667322,0.0320369429702966,0.452706524787554,4.21482046543537e-08,7.64635980112421e-09,4.48249027237354e-09,0.21257678788492,1.49416342412452e-09,1.64035525171965,117.565560578069,10.4697797057232,0.98067530556606,1,160.69807518139,0.26996510213856,0,,23,0,2,1,0,1,2.99072640748773,dielectric,0.00173554466388609,0.000565404164135683,0.32577909165972,0,B,1,33.2885231343062,33.2885231343062,wood,0.818966898897494
37,B,2.5,2,2.7,3.22887058398626,3.67713744941058,0.65,2,2.74709707735564,41.7340869544631,41.7340869544631,33.8673722571112,31.6098589412346,0.959884279732653,drywall,patch_ffd,drywall,15,6.9727626459144e-09,3.53391955688823,leading_edge,1,1,R,1,1,2,1.14993683481384,0.547677449554799,1.09554543256972,0.00446810635285111,0.0238677717488713,0.418578060133713,5.52747407221425e-09,3.12049081289067e-09,5.47859922178988e-09,0.166277461133556,9.96108949416347e-10,1.64466827378294,91.0587501015162,8.98566488148199,0.999765033732681,3,140.039989239052,0.1994398056692,0,,23,0,2,1,0,1,2.74709707735564,dielectric,0.0018894633540417,0.000538254804841983,0.284871788431682,0,B,2,41.7340869544631,41.7340869544631,drywall,0.959884279732653
38,C,2.5,2,2.7,4.05555555555556,3.5,1.2,1,2.63054235594483,55.2341097318282,55.2341097318282,23.6805796890497,23.3905149076239,0.901555131252978,wood,patch_ffd,wood,14,6.47470817120623e-09,5.89290127965173,leading_edge,1,1,R,1,1,2,0.313138785954938,-10.6653633861052,0.320335798838041,0.00200806623716521,0.0232264548212397,0.38363776886049,1.0607239224335e-08,2.97972031893992e-09,4.48249027237354e-09,0.171087577141081,9.96108949416347e-10,1.65672184745218,114.150843885876,10.2576790375759,0.998709045210502,2,162.23080666826,0.206400064015206,0,,17,0,2,1,1,0,2.63054235594483,dielectric,0.00197318216371932,0.000391207836191172,0.198262402419942,0,C,1,55.2341097318282,55.2341097318282,wood,0.901555131252978
39,A,2.5,2,2.7,2.72222222222222,1.78571428571429,1.2,1,1.53143758716976,11.6294274355011,11.6294274355011,36.1536170268183,30.5470822128647,1.02400240282762,concrete,patch_ffd,concrete,6,2.49027237354086e-09,1.38572942273939,leading_edge,1,1,R,1,1,2,1.67967984441903,1.5741845753727,1.42417054771547,0.00104631034267411,0.00798463848682074,0.360881389054053,8.84755944598765e-09,1.10610106684009e-08,1.89260700389105e-08,0.0577263544144359,9.96108949416347e-10,1.64004075385839,36.5240477687442,5.72301516893402,0.999685591089722,6,63.0259500582617,0.0612628345119029,0,,21,0,2,1,1,0,1.53143758716976,dielectric,0.00338932471107174,0.000564866881005647,0.16666059736337,0,A,1,11.6294274355011,11.6294274355011,concrete,1.02400240282762
40,A,2.5,2,2.7,4.61870416949331,2.80362162418322,0.65,2,3.05568569599087,47.8649400386271,47.8649400386271,35.5045110289991,22.235462609147,0.945768074067903,brick,patch_ffd,brick,15,6.9727626459144e-09,4.55668140100202,leading_edge,1,1,R,1,1,2,1.088232584298,-0.964472180431328,0.658636213493993,0.000346957765164913,0.012220860545298,0.370046380893751,1.3341785049774e-08,4.46839588347298e-09,8.46692607003891e-09,0.0828384003284542,6.97276264591443e-09,1.78819355271253,60.9800159780596,7.40995684958141,0.99921444750132,2,91.7450371275343,0.0903203975811027,0,,21,0,2,1,0,1,3.05568569599087,dielectric,0.00169864959098007,0.000507667554422644,0.298865379368641,0,A,2,47.8649400386271,47.8649400386271,brick,0.945768074067903
41,A,2.5,2,2.7,1.83333333333333,0.928571428571429,1.2,1,1.96020499645265,40.072890052351,40.072890052351,36.8206770321727,33.9725401681092,1.02377348949979,drywall,patch_ffd,drywall,10,4.48249027237354e-09,7.58483149029932,leading_edge,1,1,R,1,1,2,0.497015228857708,-6.28140092379596,0.312316297249806,0.00690428021318479,0.0351827083950483,0.474522287135163,6.04855795728551e-09,2.33796025183899e-09,4.48249027237354e-09,0.227974979087756,2.49027237354087e-09,1.63194553095538,112.583042492828,10.2221918766624,0.999814431235471,1,160.623525329664,0.295294806401968,0,,22,0,2,1,1,0,1.96020499645265,dielectric,0.00264795736519996,0.000516372055714674,0.195007692533479,0,A,1,40.072890052351,40.072890052351,drywall,1.02377348949979
42,B,2.5,2,2.7,0.483437074070071,1.63232506450852,1.2,2,2.54002182912347,53.8042288883101,53.8042288883101,26.5468326459301,32.9935501280468,0.831013894963179,brick,patch_ffd,brick,10,4.48249027237354e-09,2.32627873805215,leading_edge,1,1,R,1,1,2,2.97993983034582,3.57618572862412,0.080584270515878,0.390099965271501,0.00874870769019311,0.399660454899122,2.78908306009107e-08,8.67487581353975e-09,1.39455252918288e-08,0.0516313226146149,4.48249027237356e-09,1.69122545285015,39.7086285215512,6.05776342668831,0.994556108142685,2,56.3059984668388,0.0544422478787052,0,,21,0,2,1,0,1,2.54002182912347,dielectric,0.0020435018306318,0.000454069960216912,0.222201885709359,0,B,2,53.8042288883101,53.8042288883101,brick,0.831013894963179
43,B,2.5,2,2.7,3.16666666666667,3.5,1.2,1,2.22361067735439,47.5785715817397,47.5785715817397,14.6249538722097,28.5378858378897,1.19832647794644,wood,patch_ffd,wood,11,4.98054474708171e-09,4.81345667109598,leading_edge,1,1,R,1,1,2,0.585260949142987,-4.92687313507395,0.407825833916935,0.00618541697157204,0.0173331078474623,0.327812632695063,3.56785656981294e-08,6.53593791445747e-09,4.48249027237354e-09,0.141870577294336,9.96108949416347e-10,1.67863535325767,119.258140651602,10.5136236189573,0.985849569024691,1,165.812849428266,0.165325385123169,0,,20,0,2,1,0,1,2.22361067735439,dielectric,0.00233428419395528,0.000540585789814079,0.231585250508035,0,B,1,47.5785715817397,47.5785715817397,wood,1.19832647794644
44,C,2.5,2,2.7,0.492131328349708,3.68606513490417,0.65,2,3.32819053567162,51.9789958285258,51.9789958285258,19.4509222507302,37.8700711799715,1.00869453539124,glass,patch_ffd,glass,28,1.34474708171206e-08,1.7325605822512,leading_edge,1,1,R,1,1,2,0.653482557489879,-4.02990416029959,0.750883277943564,0.00874694808863286,0.0144137071065722,0.312004092652681,2.24467075819805e-08,9.81728577344701e-09,1.14552529182879e-08,0.063171816954522,2.49027237354087e-09,2.51121639540699,100.488579679746,9.46354338713368,0.994566986263061,2,152.211766336632,0.0674315932182576,0,,5,1,2,0,0,1,3.32819053567162,dielectric,0,0.000556975373033004,556975373.033004,1,C,2,51.9789958285258,51.9789958285258,glass,1.00869453539124
45,A,2.5,2,2.7,1.22119462373579,3.54427738104525,0.2,2,3.20470526257411,38.7299984615312,38.7299984615312,32.7773730415242,31.1030062264745,1.00574004338586,brick,patch_ffd,brick,19,8.96498054474708e-09,1.27339790235485,leading_edge,1,1,R,1,1,2,1.64804505966502,1.60037332497144,0.79891155980943,0.139748293466453,0.011809096340677,0.335531536836539,8.63297593794706e-09,1.2684332154321e-08,1.69338521400778e-08,0.0546821137171536,4.48249027237356e-09,1.79619490955088,59.5488972931412,7.02675041663513,0.999415472203739,4,107.830864791141,0.0578452121880113,0,,23,0,2,1,0,1,3.20470526257411,dielectric,0.00161966197586899,0.000599979620596643,0.370435084317355,0,A,2,38.7299984615312,38.7299984615312,brick,1.00574004338586
46,A,2.5,2,2.7,1.83333333333333,3.5,1.2,1,2.22361067735439,47.5785715817397,47.5785715817397,26.2639882284511,37.0923284439988,0.878746354409503,glass,patch_ffd,glass,11,4.98054474708171e-09,1.42307049344817,leading_edge,1,1,R,1,1,2,1.1136616023077,-0.248672560600308,0.728126078065813,0.184930860818504,0.0104575511522323,0.385596742315676,1.70452768294053e-08,9.98007629866723e-09,1.84280155642023e-08,0.080411031533742,4.98054474708173e-09,1.62913688782088,44.227153935456,6.31733441062398,0.997592529698558,5,72.3030137362024,0.0874423620673223,0,,22,0,2,1,0,1,2.22361067735439,dielectric,0.00233428419395528,0.000688134415561386,0.294794617272112,0,A,1,47.5785715817397,47.5785715817397,glass,0.878746354409503
47,B,2.5,2,2.7,3.61111111111111,0.928571428571429,1.2,1,2.15233061700754,45.8196691153216,45.8196691153216,23.5854908782306,38.8982992918987,1.17611342135249,brick,patch_ffd,brick,11,4.98054474708171e-09,2.13122111580944,leading_edge,1,1,R,1,1,2,2.53617456699684,3.13956375633453,1.44146632178193,0.00146229174797563,0.0167056415327646,0.428977740872631,2.55267251049603e-08,9.58888337747687e-09,1.99221789883268e-08,0.0931578326587054,1.49416342412452e-09,1.61087539036498,46.5082390363008,6.29130494657338,0.993785577992696,4,93.3225843973712,0.102727724860687,0,,21,0,2,1,0,1,2.15233061700754,dielectric,0.00241159012311739,0.000556431440152673,0.23073217742051,0,B,1,45.8196691153216,45.8196691153216,brick,1.17611342135249
48,C,2.5,2,2.7,4.61873280396009,1.32785305643874,0.65,2,3.02379070180384,47.3158005170784,47.3158005170784,38.4336712788126,31.4927134613443,1.07876927570929,glass,patch_ffd,glass,17,7.96887159533074e-09,2.20608361005638,leading_edge,1,1,R,1,1,2,2.02026719862973,1.67572714689974,0.850260719332872,0.0102027544150163,0.00833684371898462,0.307184060368099,1.25262366451325e-08,9.2394259294502e-09,2.09182879377432e-08,0.0412814120435491,6.47470817120625e-09,1.79840566035032,48.9202559539513,6.48298257331593,0.999425250824542,3,90.8233301486265,0.043058946141372,0,,21,0,2,1,0,1,3.02379070180384,dielectric,0.00171656697487764,0.000633908568147282,0.369288572729572,0,C,2,47.3158005170784,47.3158005170784,glass,1.07876927570929
49,B,2.5,2,2.7,3.16666666666667,3.07142857142857,0.2,1,2.80042918641374,26.7829048021752,26.7829048021752,19.779971002259,37.8872953300944,1.09361312831283,concrete,patch_ffd,concrete,15,6.9727626459144e-09,4.74853122847167,leading_edge,1,1,R,1,1,2,0.867185052648054,-2.64431264493949,0.842912873921141,0.0146704579404351,0.0177649469440626,0.335274699625021,2.7055352253687e-08,4.99164889558323e-09,4.98054474708171e-09,0.144237489130026,1.99221789883269e-09,1.67127970918339,113.928974196244,10.2102454931868,0.99238407809995,2,162.463372853957,0.168548501830717,0,,23,0,2,1,0,1,2.80042918641374,dielectric,0.00185347991759277,0.000692253410319424,0.373488487114818,0,B,1,26.7829048021752,26.7829048021752,concrete,1.09361312831283
50,C,2.5,2,2.7,0.989055904858381,3.66691042631537,0.2,2,3.36326365722377,41.9845178487411,41.9845178487411,36.7435868833473,28.1386717547558,1.19980608170092,concrete,patch_ffd,concrete,21,9.96108949416342e-09,1.56099066052941,leading_edge,1,1,R,1,1,2,1.11126857256495,-2.23980359435708,0.780682465904519,0.000305962675440474,0.0181381261205176,0.388521049051178,6.75067154188451e-09,1.08658489257267e-08,1.59377431906615e-08,0.0949166344440304,2.49027237354087e-09,1.63347971098399,72.6033622247004,7.98356580581557,0.999836423223055,3,123.525444857428,0.104870598727362,0,,15,0,2,1,0,1,3.36326365722377,dielectric,0.00154330429804695,0.000628485675476946,0.407233801054203,0,C,2,41.9845178487411,41.9845178487411,concrete,1.19980608170092
51,C,2.5,2,2.7,0.5,3.5,1.2,1,2.91547594742265,59.0362434679265,59.0362434679265,32.4142251843768,30.5909231220775,0.972730041273749,concrete,patch_ffd,concrete,37,1.79299610894942e-08,2.45637104693957,leading_edge,1,1,R,1,1,2,1.18484953775066,-2.49241661124589,0.814393216985357,0.0780854605492222,0.0134963693212613,0.314520738588837,5.81423426606083e-09,2.78849036203307e-09,5.47859922178988e-09,0.107326603245602,1.24513618677043e-08,1.68554087775559,94.212761368268,9.1645343909345,0.999679582037046,3,140.252785371843,0.120230538555111,0,,18,0,2,1,0,1,2.91547594742265,dielectric,0.00178034027763017,0.000566486962304679,0.318190274871911,0,C,1,59.0362434679265,59.0362434679265,concrete,0.972730041273749
52,C,2.5,2,2.7,0.5,0.5,0.2,1,3.53553390593274,45,45,37.3763602100091,22.4876526809277,1.15410748109959,drywall,patch_ffd,drywall,24,1.14552529182879e-08,0.59082436584729,leading_edge,1,1,R,1,1,2,1.05269353665878,-0.712587345993586,0.878407576285667,0.00258797848246162,0.0146389348923241,0.322429023843353,6.9173370363334e-09,4.64588769022627e-09,4.98054474708171e-09,0.118458650119428,9.96108949416347e-10,1.68450422156589,92.5099532233694,8.9471771457061,0.999876194196666,3,144.755254427295,0.134376736990814,0,,12,1,2,0,0,1,3.53553390593274,dielectric,0,0.000346666864669976,346666864.669976,1,C,1,45,45,drywall,1.15410748109959
53,A,2.5,2,2.7,3.05484157072401,3.61727549378684,0.2,2,3.02876694240527,34.3690651626485,34.3690651626485,20.8747901340438,30.7827573175575,0.855943517424063,glass,patch_ffd,glass,17,7.96887159533074e-09,3.85872367483117,leading_edge,1,1,R,1,1,2,0.865771379516061,-1.38241280304464,0.713567747488714,0.00348791969683981,0.0182360704600198,0.359638508598309,1.85281622349258e-08,4.59574110806829e-09,1.29494163424125e-08,0.13894413888966,9.96108949416347e-10,1.66642105043864,93.9226093954144,9.12136479113549,0.996472428222697,2,144.941249256246,0.161364837248178,0,,23,0,2,1,0,1,3.02876694240527,dielectric,0.00171374666864811,0.000599067643909585,0.349566044310482,0,A,2,34.3690651626485,34.3690651626485,glass,0.855943517424063
54,B,2.5,2,2.7,1.83333333333333,1.35714285714286,1.2,1,1.76286974861074,31.6919067778888,31.6919067778888,27.9983876797893,33.8030854976497,0.996434884093864,wood,patch_ffd,wood,6,2.49027237354086e-09,8.82219347675828,leading_edge,1,1,R,1,1,2,0.576504283121732,-4.9771037507414,0.78921682307919,0.108696954246558,0.0152388618465768,0.319313795304549,3.84566065467887e-08,5.87851062049973e-09,4.98054474708171e-09,0.114615982393019,2.49027237354087e-09,1.77485350232751,106.505917435591,9.86321509103303,0.993730156843061,2,153.64211713639,0.129453412433176,0,,21,0,2,1,1,0,1.76286974861074,dielectric,0.0029443691241222,0.00052052822276673,0.176787692311477,0,B,1,31.6919067778888,31.6919067778888,wood,0.996434884093864
55,C,2.5,2,2.7,4.7,3.7,0.2,2,3.73898381916798,48.038517637999,48.038517637999,35.613294703455,29.7564268813242,1.05512037060276,drywall,patch_ffd,drywall,20,9.46303501945525e-09,4.03181676358362,leading_edge,1,1,R,1,1,2,0.828954160106417,-3.21629498868776,0.902129490143607,0.0304282651652074,0.0229653473518907,0.39490431023544,6.84212678311954e-09,2.89625794522505e-09,4.98054474708171e-09,0.156851823766842,5.97665369649808e-09,1.71027535849665,101.914418939457,9.58023115816318,0.999760054618675,2,151.384839708525,0.186031148721204,0,,11,0,2,1,0,1,3.73898381916798,dielectric,0.00138822190966677,0.000316969361905555,0.228327589197638,0,C,2,48.038517637999,48.038517637999,drywall,1.05512037060276
56,A,2.5,2,2.7,3.16666666666667,1.35714285714286,0.2,1,2.66602883528421,20.327173128864,20.327173128864,24.0398528899119,32.1638905661445,1.1591115929025,wood,patch_ffd,wood,15,6.9727626459144e-09,0.936256764014445,leading_edge,1,1,R,1,1,2,2.79014679531107,6.82393542424638,1.82552618358926,0.00135451633167449,0.0231037715147145,0.443714616794538,2.30461753973271e-08,6.23871754610425e-09,1.39455252918288e-08,0.153092303723067,1.49416342412452e-09,1.65009190391853,69.3743255682957,7.62268834029888,0.993513456520519,4,120.633665643986,0.180766220918846,0,,21,0,2,1,0,1,2.66602883528421,dielectric,0.0019469178986225,0.000738850218243865,0.379497368002329,0,A,1,20.327173128864,20.327173128864,wood,1.1591115929025
57,C,2.5,2,2.7,0.5,2.21428571428571,0.2,1,3.2087253493166,38.8194160580634,38.8194160580634,19.3677796136976,36.7768889891425,0.936959991538777,wood,patch_ffd,wood,17,7.96887159533074e-09,0.729265790207104,leading_edge,1,1,R,1,1,2,1.60841158363884,1.83014917141985,0.691339229894876,0.48804091201528,0.010143246384099,0.356920632893739,5.10800768750308e-08,1.63589669149284e-08,1.94241245136187e-08,0.0523864885536863,7.96887159533077e-09,1.61581229109087,44.8526951783881,6.21453561674416,0.973567888659843,4,81.8515260131999,0.0552825470731527,0,,19,0,2,1,0,1,3.2087253493166,dielectric,0.00161763276460044,0.000577812680409722,0.357196449685193,0,C,1,38.8194160580634,38.8194160580634,wood,0.936959991538777
58,A,2.5,2,2.7,0.944444444444444,1.35714285714286,0.2,1,3.01380463742131,33.9509201057552,33.9509201057552,33.4069993280167,25.3926850799169,0.955505101172415,concrete,patch_ffd,concrete,18,8.46692607003891e-09,3.3054117901147,leading_edge,1,1,R,1,1,2,0.913605867402189,-0.823498209564497,0.984305082688182,0.0457570789898131,0.0334351290108759,0.467733605500015,1.19903024996928e-08,2.782300107115e-09,4.98054474708171e-09,0.223179961047396,3.48638132295721e-09,1.61263905367893,108.21651721263,9.95391403707229,0.999081308744152,2,157.108242330088,0.287299438552477,0,,23,0,2,1,0,1,3.01380463742131,dielectric,0.00172225471857383,0.000612472592314411,0.355622536962239,0,A,1,33.9509201057552,33.9509201057552,concrete,0.955505101172415
59,A,2.5,2,2.7,3.38213408503738,3.55748470747766,0.2,2,3.07472261480796,35.6018981596999,35.6018981596999,29.8727915842422,32.6158454158871,0.994880838848616,glass,patch_ffd,glass,15,6.9727626459144e-09,4.58125745480069,leading_edge,1,1,R,1,1,2,1.49088521796559,-0.563709372503936,0.503563344206796,0.144557309506121,0.0144133459452488,0.341143110067972,1.71841676584543e-08,4.03687472571773e-09,5.97665369649806e-09,0.0967406045161024,6.97276264591443e-09,1.74223290104036,87.531103730219,8.88769396220435,0.998583939409135,2,127.316507402962,0.107101686403468,0,,23,0,2,1,0,1,3.07472261480796,dielectric,0.00168813252703211,0.000622979537271629,0.369034733527044,0,A,2,35.6018981596999,35.6018981596999,glass,0.994880838848616
60,C,2.5,2,2.7,1.38888888888889,1.78571428571429,0.2,1,2.74417314843315,24.3531382251121,24.3531382251121,13.295565535693,28.459095873495,1.00357614650816,wood,patch_ffd,wood,15,6.9727626459144e-09,4.61728700051022,leading_edge,1,1,R,1,1,2,1.67129317091704,1.05380596559559,0.884237018452108,0.00282229134977163,0.0181210497105712,0.370878089052221,7.33923325784124e-08,1.99929740950009e-08,5.47859922178988e-09,0.127281373304226,3.48638132295721e-09,1.67270920125709,101.468997658068,9.62325338690349,0.940265538933021,1,135.429761369303,0.145844685114754,0,,22,0,2,1,0,1,2.74417314843315,dielectric,0.00189147658580589,0.000673749957520392,0.356203170885846,0,C,1,24.3531382251121,24.3531382251121,wood,1.00357614650816
61,C,2.5,2,2.7,4.36969081697427,3.61729259146082,0.2,2,3.51587529321959,44.6787348629115,44.6787348629115,29.1436700694662,31.9446358421638,0.817969290498673,drywall,patch_ffd,drywall,20,9.46303501945525e-09,5.09647604994461,leading_edge,1,1,R,1,1,2,0.681138189263053,-3.48977980929894,0.913398108802347,0.0430882008175395,0.0173193132371408,0.321899731912176,7.70106796971826e-09,2.6901150707368e-09,4.48249027237354e-09,0.14854418752482,2.98832684824904e-09,1.66714692815672,121.599364108701,10.6291251490659,0.999480080707549,2,171.823496186047,0.17445906804371,0,,17,0,2,1,0,1,3.51587529321959,dielectric,0.00147631494998374,0.000502543037543402,0.34040367710761,0,C,2,44.6787348629115,44.6787348629115,drywall,0.817969290498673
